,accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,accident_severity_num,accident_severity_inv,date2,date_original,vehicle_reference_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,vehicle_reference_y,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,accident_year_x,accident_reference_x,local_authority_ons_district,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,trunk_road_flag,accident_year_y,accident_reference_y,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,first_point_of_impact,vehicle_left_hand_drive,generic_make_model,accident_year,accident_reference,year,month,severity,hours
139039,201601LX50198,530490.0,173920.0,-0.123522,51.449184,1,Slight,2,2,2016-05-03,Tuesday,00:30,Lambeth,E09000022,3,23,6,30.0,3,2,5,0,,,4,1,1,0,0,1,1,E01003023,3,1,05/03/2016,05/03/2016,1,9,0,18,,8,0,0,0,0,,,6,Female,28,26 - 35,1299,1,12,4,1,,1,1,1,2,28,6,3,0,0,0,0,0,9,1,4,2016.0,01LX50198,E09000022,0.0,5.0,2.0,2016.0,01LX50198,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01LX50198,2016,5,2,0
139043,201601LX50202,531120.0,180190.0,-0.112136,51.505386,1,Slight,1,1,2016-05-03,Tuesday,01:15,Lambeth,E09000022,3,3200,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003016,3,1,05/03/2016,05/03/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,24,21 - 25,1797,8,4,1,1,,1,1,3,1,20,4,3,5,2,0,0,2,0,-1,-1,2016.0,01LX50202,E09000022,0.0,0.0,2.0,2016.0,01LX50202,6.0,2.0,0.0,4.0,1.0,-1,2016.0,01LX50202,2016,5,1,1
139050,201601LX50210,529050.0,175900.0,-0.143512,51.467308,1,Slight,2,1,2016-08-03,Wednesday,23:35,Lambeth,E09000022,4,224,6,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01003038,3,1,08/03/2016,08/03/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,27,26 - 35,1499,2,1,2,1,,2,1,1,1,44,7,3,0,0,0,0,0,2,1,4,2016.0,01LX50210,E09000022,0.0,0.0,2.0,2016.0,01LX50210,2.0,6.0,0.0,3.0,1.0,-1,2016.0,01LX50210,2016,8,1,23
139052,201601LX50212,530370.0,176300.0,-0.124372,51.470601,1,Slight,4,1,2016-03-03,Thursday,23:36,Lambeth,E09000022,3,3,6,30.0,3,4,6,0,,,4,2,2,0,0,1,1,E01003128,3,1,03/03/2016,03/03/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,26,26 - 35,2958,2,15,-1,-1,,1,1,2,1,21,5,3,0,0,1,0,0,9,1,3,2016.0,01LX50212,E09000022,0.0,4.0,2.0,2016.0,01LX50212,2.0,6.0,0.0,1.0,1.0,-1,2016.0,01LX50212,2016,3,1,23
139058,201601LX50219,530820.0,173310.0,-0.119001,51.443626,1,Slight,2,3,2016-03-03,Thursday,19:20,Lambeth,E09000022,3,205,6,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01003137,3,1,03/03/2016,03/03/2016,1,8,0,18,,8,0,0,0,0,,,6,Male,28,26 - 35,1797,8,6,2,1,,1,1,1,1,28,6,3,0,0,0,0,0,8,1,2,2016.0,01LX50219,E09000022,0.0,0.0,2.0,2016.0,01LX50219,8.0,4.0,0.0,4.0,1.0,-1,2016.0,01LX50219,2016,3,3,19
139062,201601LX50223,531210.0,171180.0,-0.114182,51.424394,1,Slight,3,1,2016-12-03,Saturday,20:55,Lambeth,E09000022,5,0,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01003087,3,1,12/03/2016,12/03/2016,1,9,0,4,,0,0,4,0,0,,,6,Male,24,21 - 25,1461,2,2,4,1,,2,1,1,1,35,6,3,0,0,0,0,0,9,1,7,2016.0,01LX50223,E09000022,0.0,0.0,2.0,2016.0,01LX50223,2.0,6.0,0.0,2.0,1.0,-1,2016.0,01LX50223,2016,12,1,20
139078,201601LX50242,530820.0,173300.0,-0.119005,51.443536,1,Slight,2,1,2016-03-18,Friday,20:25,Lambeth,E09000022,3,205,6,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01003132,3,1,18/03/2016,18/03/2016,1,3,0,7,,8,0,0,0,0,,,6,Male,24,21 - 25,108,1,1,6,1,,1,1,1,1,24,5,3,0,0,0,0,0,3,1,6,2016.0,01LX50242,E09000022,0.0,0.0,2.0,2016.0,01LX50242,4.0,6.0,0.0,3.0,1.0,-1,2016.0,01LX50242,2016,3,1,20
139085,201601LX50252,531570.0,178240.0,-0.106382,51.487757,1,Slight,1,1,2016-03-22,Tuesday,18:53,Lambeth,E09000022,3,3,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01003998,3,1,22/03/2016,22/03/2016,1,3,0,18,,8,0,0,0,0,,,6,Male,32,26 - 35,779,1,2,2,1,,1,1,1,1,32,6,3,0,0,0,0,0,3,1,2,2016.0,01LX50252,E09000022,0.0,0.0,2.0,2016.0,01LX50252,2.0,6.0,0.0,3.0,1.0,-1,2016.0,01LX50252,2016,3,1,18
139099,201601LX50268,530570.0,171040.0,-0.123433,51.423283,1,Serious,2,1,2016-03-23,Wednesday,19:49,Lambeth,E09000022,3,214,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003149,2,2,23/03/2016,23/03/2016,1,9,0,4,,0,0,0,0,0,,,6,Female,32,26 - 35,1799,1,8,9,1,,2,1,1,1,23,5,2,0,0,0,0,0,1,1,3,2016.0,01LX50268,E09000022,0.0,5.0,2.0,2016.0,01LX50268,3.0,7.0,0.0,3.0,1.0,-1,2016.0,01LX50268,2016,3,2,19
139102,201601LX50271,531060.0,176710.0,-0.114291,51.474126,1,Slight,2,1,2016-03-24,Thursday,19:27,Lambeth,E09000022,6,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003186,3,1,24/03/2016,24/03/2016,1,3,0,18,,8,0,0,0,0,,,6,Male,17,16 - 20,125,1,9,5,1,,1,1,1,1,17,4,3,0,0,0,0,0,3,1,5,2016.0,01LX50271,E09000022,0.0,0.0,2.0,2016.0,01LX50271,7.0,3.0,0.0,4.0,1.0,-1,2016.0,01LX50271,2016,3,1,19
139105,201601LX50274,529120.0,176080.0,-0.142439,51.46891,1,Slight,2,1,2016-09-03,Saturday,19:00,Lambeth,E09000022,3,3036,6,30.0,3,4,6,0,,,4,2,2,0,0,1,1,E01003037,3,1,09/03/2016,09/03/2016,1,3,0,18,,8,1,0,0,0,,,6,Male,32,26 - 35,125,1,4,3,1,,1,1,1,1,32,6,3,0,0,0,0,0,3,1,3,2016.0,01LX50274,E09000022,0.0,0.0,2.0,2016.0,01LX50274,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01LX50274,2016,9,1,19
139108,201601LX50277,529730.0,176600.0,-0.133471,51.473444,1,Serious,2,1,2016-03-29,Tuesday,18:32,Lambeth,E09000022,3,3036,6,30.0,6,2,3,3036,,,1,1,1,0,0,1,1,E01003089,2,2,29/03/2016,29/03/2016,1,9,0,9,,8,0,0,0,0,,,6,Male,25,21 - 25,1995,2,5,-1,-1,,2,1,1,1,36,7,2,0,0,0,0,0,5,-1,-1,2016.0,01LX50277,E09000022,0.0,5.0,2.0,2016.0,01LX50277,4.0,2.0,0.0,3.0,1.0,-1,2016.0,01LX50277,2016,3,2,18
139117,201601LX50286,529680.0,175770.0,-0.134495,51.465996,1,Slight,4,1,2016-01-04,Monday,21:14,Lambeth,E09000022,6,0,6,30.0,0,-1,-1,-1,,,4,1,2,0,0,1,1,E01003035,3,1,01/04/2016,01/04/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,28,26 - 35,1398,2,13,4,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,4,2016.0,01LX50286,E09000022,0.0,0.0,2.0,2016.0,01LX50286,4.0,8.0,0.0,1.0,1.0,-1,2016.0,01LX50286,2016,1,1,21
139129,201601LX50301,529550.0,173930.0,-0.137039,51.44949,1,Slight,2,1,2016-06-04,Saturday,20:08,Lambeth,E09000022,3,205,6,30.0,6,2,5,0,,,4,1,1,1,0,1,1,E01003160,3,1,06/04/2016,06/04/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,23,21 - 25,1910,2,10,6,1,,2,1,1,2,59,9,3,0,0,0,0,0,9,1,4,2016.0,01LX50301,E09000022,0.0,5.0,2.0,2016.0,01LX50301,8.0,4.0,0.0,3.0,1.0,-1,2016.0,01LX50301,2016,6,1,20
139131,201601LX50304,530390.0,177660.0,-0.123582,51.482818,1,Slight,2,2,2016-08-03,Wednesday,02:15,Lambeth,E09000022,3,203,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,2,E01033207,3,1,08/03/2016,08/03/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,30,26 - 35,1798,8,2,1,1,,1,1,1,1,30,6,3,0,0,0,0,0,9,1,1,2016.0,01LX50304,E09000022,0.0,0.0,2.0,2016.0,01LX50304,2.0,6.0,0.0,2.0,1.0,-1,2016.0,01LX50304,2016,8,2,2
139139,201601LX50316,531020.0,177330.0,-0.114637,51.479707,1,Slight,1,1,2016-02-04,Thursday,20:00,Lambeth,E09000022,3,3,6,30.0,3,4,4,301,,,1,1,1,0,0,1,1,E01003100,3,1,02/04/2016,02/04/2016,1,3,0,18,,1,1,0,0,0,,,6,Male,20,16 - 20,108,1,0,1,1,,1,1,1,1,20,4,3,0,0,0,0,0,3,1,1,2016.0,01LX50316,E09000022,0.0,1.0,2.0,2016.0,01LX50316,2.0,6.0,0.0,0.0,1.0,-1,2016.0,01LX50316,2016,2,1,20
139140,201601LX50318,529920.0,176930.0,-0.130615,51.476366,1,Slight,2,1,2016-06-04,Saturday,18:30,Lambeth,E09000022,3,3036,6,30.0,5,4,6,0,,,1,2,2,0,0,1,2,E01003122,3,1,06/04/2016,06/04/2016,1,5,0,18,,8,0,0,0,0,,,6,Male,34,26 - 35,-1,-1,-1,2,1,,1,1,1,1,34,6,3,0,0,0,0,0,5,1,2,2016.0,01LX50318,E09000022,0.0,0.0,2.0,2016.0,01LX50318,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01LX50318,2016,6,1,18
139156,201601LX50337,530970.0,179560.0,-0.11453,51.499759,1,Slight,2,1,2016-04-17,Sunday,19:40,Lambeth,E09000022,3,23,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01003013,3,1,17/04/2016,17/04/2016,1,9,0,7,,8,0,0,0,0,,,6,Female,24,21 - 25,1360,1,8,7,1,,2,1,1,1,25,5,3,0,0,0,0,0,3,1,3,2016.0,01LX50337,E09000022,0.0,0.0,2.0,2016.0,01LX50337,8.0,2.0,0.0,3.0,1.0,-1,2016.0,01LX50337,2016,4,1,19
139164,201601LX50345,528760.0,175330.0,-0.147892,51.462252,1,Serious,2,1,2016-02-04,Thursday,20:15,Lambeth,E09000022,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003042,2,2,02/04/2016,02/04/2016,1,3,0,18,,0,0,0,0,0,,,6,Male,34,26 - 35,-1,-1,-1,4,1,,1,1,1,1,34,6,2,0,0,0,0,0,3,1,4,2016.0,01LX50345,E09000022,0.0,0.0,2.0,2016.0,01LX50345,5.0,1.0,0.0,0.0,1.0,-1,2016.0,01LX50345,2016,2,2,20
139166,201601LX50347,529450.0,175300.0,-0.137976,51.461825,1,Serious,1,1,2016-04-21,Thursday,02:12,Lambeth,E09000022,3,3,6,30.0,3,4,4,224,,,4,1,1,0,0,1,1,E01003039,2,2,21/04/2016,21/04/2016,1,5,0,18,,1,0,10,7,10,,,6,Male,34,26 - 35,636,1,10,3,1,,1,1,1,1,34,6,2,0,0,0,0,0,5,1,3,2016.0,01LX50347,E09000022,0.0,0.0,2.0,2016.0,01LX50347,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01LX50347,2016,4,2,2
139182,201601LX50364,530490.0,173920.0,-0.123522,51.449184,1,Slight,2,1,2016-05-01,Sunday,20:55,Lambeth,E09000022,3,23,6,30.0,3,4,5,0,,,4,1,1,0,0,1,1,E01003023,3,1,05/01/2016,05/01/2016,1,3,0,13,,8,0,0,0,0,,,6,Male,18,16 - 20,108,1,2,2,1,,1,1,1,1,18,4,3,0,0,0,0,0,3,1,2,2016.0,01LX50364,E09000022,0.0,0.0,2.0,2016.0,01LX50364,2.0,6.0,0.0,4.0,1.0,-1,2016.0,01LX50364,2016,5,1,20
139199,201601LX50384,531540.0,173030.0,-0.108751,51.440943,1,Slight,2,2,2016-12-01,Thursday,22:28,Lambeth,E09000022,3,205,2,30.0,0,-1,-1,-1,,,4,2,2,0,0,1,1,E01003174,3,1,12/01/2016,12/01/2016,1,9,0,4,,0,0,0,0,0,,,6,Female,26,26 - 35,1149,1,10,3,1,,1,1,1,2,26,6,3,0,0,0,0,0,9,1,3,2016.0,01LX50384,E09000022,0.0,0.0,2.0,2016.0,01LX50384,5.0,1.0,0.0,2.0,1.0,-1,2016.0,01LX50384,2016,12,2,22
139206,201601LX50393,531410.0,179660.0,-0.108157,51.500556,1,Slight,2,2,2016-03-17,Thursday,19:19,Southwark,E09000028,3,301,6,30.0,6,4,3,301,,,1,1,1,0,0,1,1,E01032582,3,1,17/03/2016,17/03/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,28,26 - 35,1390,1,5,4,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,4,2016.0,01LX50393,E09000028,0.0,4.0,2.0,2016.0,01LX50393,6.0,2.0,0.0,3.0,1.0,-1,2016.0,01LX50393,2016,3,2,19
139207,201601LX50394,530700.0,174500.0,-0.120288,51.454348,1,Slight,2,1,2016-04-18,Monday,19:14,Lambeth,E09000022,3,23,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003018,3,1,18/04/2016,18/04/2016,1,4,0,18,,8,0,0,0,0,,,6,Male,26,26 - 35,400,1,28,9,1,,1,1,1,1,26,6,3,0,0,0,0,0,4,1,9,2016.0,01LX50394,E09000022,0.0,0.0,2.0,2016.0,01LX50394,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01LX50394,2016,4,1,19
139227,201601LX50416,530140.0,171010.0,-0.129625,51.423113,1,Slight,1,1,2016-04-27,Wednesday,21:40,Lambeth,E09000022,3,23,3,30.0,3,2,3,214,,,4,5,2,0,0,1,1,E01003150,3,1,27/04/2016,27/04/2016,1,9,0,18,,1,0,0,0,0,,,6,Male,25,21 - 25,1995,2,9,-1,-1,,1,1,3,1,42,7,3,9,9,0,0,2,0,1,2,2016.0,01LX50416,E09000022,0.0,5.0,2.0,2016.0,01LX50416,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01LX50416,2016,4,1,21
139231,201601LX50423,531160.0,178180.0,-0.112306,51.487313,1,Slight,2,1,2016-02-05,Friday,22:30,Lambeth,E09000022,3,3204,6,30.0,6,2,6,0,,,4,1,1,0,0,1,1,E01003107,3,1,02/05/2016,02/05/2016,1,9,0,4,,1,0,0,0,0,,,6,Male,29,26 - 35,-1,-1,-1,-1,-1,,2,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1,2016.0,01LX50423,E09000022,0.0,5.0,2.0,2016.0,01LX50423,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01LX50423,2016,2,1,22
139237,201601LX50430,530060.0,176130.0,-0.128895,51.469144,1,Slight,2,1,2016-04-29,Friday,21:25,Lambeth,E09000022,5,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003095,3,1,29/04/2016,29/04/2016,1,3,0,18,,8,0,0,0,0,,,6,Male,31,26 - 35,-1,-1,-1,-1,-1,,1,1,1,1,31,6,3,0,0,0,0,0,3,-1,-1,2016.0,01LX50430,E09000022,0.0,0.0,2.0,2016.0,01LX50430,3.0,7.0,0.0,1.0,1.0,-1,2016.0,01LX50430,2016,4,1,21
139245,201601LX50442,530030.0,171700.0,-0.130953,51.429339,1,Slight,2,2,2016-07-05,Tuesday,19:00,Lambeth,E09000022,3,23,6,30.0,3,2,5,0,,,1,1,1,0,0,1,1,E01003120,3,1,07/05/2016,07/05/2016,1,9,0,18,,8,0,0,0,0,,,6,Female,28,26 - 35,-1,-1,-1,10,1,,1,1,1,2,28,6,3,0,0,0,0,0,9,1,10,2016.0,01LX50442,E09000022,0.0,5.0,2.0,2016.0,01LX50442,2.0,6.0,0.0,2.0,1.0,-1,2016.0,01LX50442,2016,7,2,19
139259,201601LX50464,531170.0,176630.0,-0.112738,51.473381,1,Slight,3,3,2016-05-15,Sunday,19:15,Lambeth,E09000022,3,23,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01003186,3,1,15/05/2016,15/05/2016,1,9,0,18,,1,0,0,0,0,,,6,Male,27,26 - 35,1598,1,5,1,1,,1,1,1,1,27,6,3,0,0,0,0,0,9,1,1,2016.0,01LX50464,E09000022,0.0,0.0,2.0,2016.0,01LX50464,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01LX50464,2016,5,3,19
139263,201601LX50470,531190.0,179190.0,-0.111499,51.496383,1,Serious,2,1,2016-03-18,Friday,19:30,Lambeth,E09000022,3,3203,6,30.0,6,2,3,23,,,4,1,1,0,0,1,1,E01003014,2,2,18/03/2016,18/03/2016,1,3,0,18,,8,0,0,0,0,,,6,Male,31,26 - 35,125,1,8,3,1,,1,1,1,1,31,6,2,0,0,0,0,0,3,1,3,2016.0,01LX50470,E09000022,0.0,5.0,2.0,2016.0,01LX50470,2.0,6.0,0.0,1.0,1.0,-1,2016.0,01LX50470,2016,3,2,19
139283,201601LX50494,529220.0,175760.0,-0.141117,51.466011,1,Slight,2,1,2016-05-15,Sunday,03:52,Lambeth,E09000022,5,0,6,30.0,6,4,6,0,,,1,1,1,0,0,1,1,E01003039,3,1,15/05/2016,15/05/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,33,26 - 35,1968,2,5,-1,-1,,1,1,1,1,33,6,3,0,0,0,0,0,9,-1,-1,2016.0,01LX50494,E09000022,0.0,0.0,2.0,2016.0,01LX50494,3.0,7.0,0.0,0.0,1.0,-1,2016.0,01LX50494,2016,5,1,3
139287,201601LX50499,530980.0,172630.0,-0.116952,51.437478,1,Slight,2,1,2016-05-21,Saturday,19:40,Lambeth,E09000022,6,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,2,E01003134,3,1,21/05/2016,21/05/2016,1,9,0,3,,8,0,0,0,0,,,6,Female,31,26 - 35,-1,-1,-1,5,1,,1,1,2,2,12,3,3,0,0,2,0,0,9,1,5,2016.0,01LX50499,E09000022,0.0,5.0,2.0,2016.0,01LX50499,5.0,1.0,0.0,3.0,1.0,-1,2016.0,01LX50499,2016,5,1,19
139301,201601LX50513,531040.0,175450.0,-0.115046,51.462807,1,Slight,2,1,2016-10-04,Tuesday,05:20,Lambeth,E09000022,3,23,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003055,3,1,10/04/2016,10/04/2016,1,9,0,18,,0,0,0,0,0,,,6,Female,20,16 - 20,998,1,13,-1,-1,,1,1,1,2,20,4,3,0,0,0,0,0,9,-1,-1,2016.0,01LX50513,E09000022,0.0,4.0,2.0,2016.0,01LX50513,5.0,1.0,0.0,4.0,1.0,-1,2016.0,01LX50513,2016,10,1,5
139306,201601LX50518,528940.0,175210.0,-0.145346,51.461132,1,Slight,1,2,2016-05-19,Thursday,19:10,Lambeth,E09000022,3,3,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,2,E01003026,3,1,19/05/2016,19/05/2016,1,9,0,18,,0,0,0,0,0,,,6,Female,25,21 - 25,1998,1,16,6,1,,1,1,1,2,25,5,3,0,0,0,0,0,9,1,6,2016.0,01LX50518,E09000022,0.0,0.0,2.0,2016.0,01LX50518,7.0,3.0,0.0,1.0,1.0,-1,2016.0,01LX50518,2016,5,2,19
139317,201601LX50530,530620.0,174210.0,-0.121546,51.45176,1,Slight,2,1,2016-05-13,Friday,21:25,Lambeth,E09000022,3,23,6,30.0,3,2,3,23,,,4,1,1,0,0,1,1,E01003024,3,1,13/05/2016,13/05/2016,1,3,0,18,,1,0,0,0,0,,,6,Male,24,21 - 25,124,1,3,-1,-1,,1,1,1,1,24,5,3,0,0,0,0,0,3,-1,-1,2016.0,01LX50530,E09000022,0.0,5.0,2.0,2016.0,01LX50530,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01LX50530,2016,5,1,21
139358,201601LX50578,530180.0,177820.0,-0.126546,51.484304,1,Slight,2,1,2016-05-23,Monday,21:50,Lambeth,E09000022,3,3036,3,30.0,6,2,3,3205,,,4,1,1,2,0,1,1,E01004562,3,1,23/05/2016,23/05/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,29,26 - 35,1598,2,1,1,1,,2,1,1,2,24,5,3,0,0,0,0,0,9,1,8,2016.0,01LX50578,E09000022,0.0,5.0,2.0,2016.0,01LX50578,5.0,1.0,0.0,1.0,1.0,-1,2016.0,01LX50578,2016,5,1,21
139375,201601LX50597,531540.0,176590.0,-0.107428,51.472936,1,Slight,2,1,2016-11-06,Sunday,00:43,Lambeth,E09000022,5,0,6,30.0,3,2,6,0,,,4,1,1,0,0,1,1,E01003182,3,1,11/06/2016,11/06/2016,1,5,0,18,,8,0,0,0,0,,,6,Male,34,26 - 35,89,1,21,1,1,,1,1,1,1,34,6,3,0,0,0,0,0,5,1,1,2016.0,01LX50597,E09000022,0.0,0.0,2.0,2016.0,01LX50597,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01LX50597,2016,11,1,0
139379,201601LX50601,530320.0,172780.0,-0.126387,51.438978,1,Slight,1,1,2016-10-06,Thursday,03:40,Lambeth,E09000022,3,23,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003131,3,1,10/06/2016,10/06/2016,1,8,0,6,,0,0,0,0,0,,,1,Male,31,26 - 35,-1,-1,-1,-1,-1,,1,1,2,2,26,6,3,0,0,1,0,0,8,1,6,2016.0,01LX50601,E09000022,0.0,0.0,2.0,2016.0,01LX50601,5.0,5.0,0.0,1.0,1.0,-1,2016.0,01LX50601,2016,10,1,3
139383,201601LX50605,530380.0,176310.0,-0.124224,51.470688,1,Slight,2,1,2016-06-16,Thursday,22:00,Lambeth,E09000022,3,3,6,30.0,6,4,6,0,,,1,8,2,0,0,1,1,E01003093,3,1,16/06/2016,16/06/2016,1,9,0,9,,8,0,0,0,0,,,6,Female,28,26 - 35,1388,1,5,-1,-1,,2,1,1,1,25,5,3,0,0,0,0,0,1,1,4,2016.0,01LX50605,E09000022,0.0,4.0,2.0,2016.0,01LX50605,6.0,4.0,0.0,1.0,1.0,-1,2016.0,01LX50605,2016,6,1,22
139384,201601LX50606,532150.0,176060.0,-0.098848,51.468031,1,Slight,2,1,2016-06-16,Thursday,18:40,Lambeth,E09000022,3,2217,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01003077,3,1,16/06/2016,16/06/2016,1,3,0,18,,0,1,0,0,0,,,6,Male,32,26 - 35,124,1,4,4,1,,2,1,1,2,51,8,3,0,0,0,0,0,9,1,2,2016.0,01LX50606,E09000022,0.0,0.0,2.0,2016.0,01LX50606,5.0,1.0,0.0,1.0,1.0,-1,2016.0,01LX50606,2016,6,1,18
139393,201601LX50615,529790.0,173790.0,-0.133638,51.448177,1,Slight,2,2,2016-09-06,Tuesday,22:28,Lambeth,E09000022,3,205,6,30.0,3,4,3,205,,,4,1,1,0,0,1,1,E01003162,3,1,09/06/2016,09/06/2016,1,9,0,9,,2,0,0,0,0,,,6,Male,32,26 - 35,1969,2,1,4,1,,1,1,1,1,32,6,3,0,0,0,0,0,9,1,4,2016.0,01LX50615,E09000022,0.0,0.0,2.0,2016.0,01LX50615,5.0,3.0,0.0,2.0,1.0,-1,2016.0,01LX50615,2016,9,2,22
139396,201601LX50618,531080.0,179140.0,-0.113102,51.495959,1,Slight,3,1,2016-06-15,Wednesday,18:30,Lambeth,E09000022,3,3203,6,30.0,3,4,6,0,,,1,1,1,0,0,1,2,E01003015,3,1,15/06/2016,15/06/2016,1,9,0,3,,8,0,0,0,0,,,6,Male,34,26 - 35,1388,1,7,8,1,,1,1,1,1,34,6,3,0,0,0,0,0,9,1,8,2016.0,01LX50618,E09000022,0.0,1.0,2.0,2016.0,01LX50618,2.0,6.0,0.0,2.0,1.0,-1,2016.0,01LX50618,2016,6,1,18
139397,201601LX50619,529680.0,175430.0,-0.134619,51.46294,1,Serious,1,2,2016-06-19,Sunday,23:41,Lambeth,E09000022,3,3,6,30.0,3,4,6,0,,,4,2,2,0,0,1,1,E01003035,2,2,19/06/2016,19/06/2016,1,9,0,18,,1,0,0,0,0,,,6,Male,21,21 - 25,1368,1,10,1,1,,1,1,3,2,28,6,3,1,3,0,0,2,0,1,6,2016.0,01LX50619,E09000022,0.0,4.0,2.0,2016.0,01LX50619,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01LX50619,2016,6,4,23
139398,201601LX50620,529660.0,175790.0,-0.134775,51.46618,1,Slight,1,1,2016-06-14,Tuesday,21:01,Lambeth,E09000022,6,0,6,30.0,3,4,6,0,,,1,1,1,0,6,1,1,E01003035,3,1,14/06/2016,14/06/2016,1,3,0,4,,2,1,0,0,0,,,1,Male,33,26 - 35,108,1,3,6,1,,1,1,1,1,33,6,3,0,0,0,0,0,3,1,6,2016.0,01LX50620,E09000022,0.0,0.0,2.0,2016.0,01LX50620,8.0,4.0,0.0,0.0,1.0,-1,2016.0,01LX50620,2016,6,1,21
139411,201601LX50637,531320.0,177850.0,-0.110126,51.484311,1,Slight,2,1,2016-06-22,Wednesday,20:00,Lambeth,E09000022,3,3,6,30.0,3,2,3,23,,,4,1,1,0,0,1,1,E01003099,3,1,22/06/2016,22/06/2016,1,9,0,18,,8,0,10,1,2,,,6,Male,26,26 - 35,-1,-1,-1,5,1,,1,1,1,1,26,6,3,0,0,0,0,0,9,1,5,2016.0,01LX50637,E09000022,0.0,5.0,2.0,2016.0,01LX50637,2.0,6.0,0.0,3.0,1.0,-1,2016.0,01LX50637,2016,6,1,20
139419,201601LX50645,529140.0,174870.0,-0.142593,51.458031,1,Slight,2,1,2016-06-23,Thursday,19:15,Lambeth,E09000022,3,24,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003032,3,1,23/06/2016,23/06/2016,1,9,0,9,,8,0,0,0,0,,,6,Male,29,26 - 35,1995,2,8,5,1,,2,1,1,1,25,5,3,0,0,0,0,0,3,1,4,2016.0,01LX50645,E09000022,0.0,0.0,2.0,2016.0,01LX50645,2.0,8.0,0.0,1.0,1.0,-1,2016.0,01LX50645,2016,6,1,19
